"site_id","Date","DateTime","Value","Unit","CharacteristicName","USGSPCode","Result_ND","ResultSampleFractionText","BaseflowConditions"
"CT_DEP01_WQX-20471",2020-10-21,2020-10-21 15:00:00,6.5,"pHunit","pH",NA,FALSE,"Unfiltered",0
"CT_DEP01_WQX-15854",2020-09-23,2020-09-23 14:50:00,7.5,"pHunit","pH",NA,FALSE,"Unfiltered",1
"CT_DEP01_WQX-14308",2020-09-21,2020-09-21 13:58:00,7.4,"pHunit","pH",NA,FALSE,"Unfiltered",1
"USGS-01138500",2004-07-21,2004-07-21 18:15:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01138500",2004-07-21,2004-07-21 18:15:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01171500",2004-04-08,2004-04-08 11:15:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01171500",2004-04-08,2004-04-08 11:15:00,6.9,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01170100",1993-10-05,1993-10-05 14:00:00,8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01153025",1979-09-13,1979-09-13 13:20:00,7.6,"pHunit","pH","00400",FALSE,"Total",0
"CT_DEP01_WQX-15397",2020-10-28,2020-10-28 15:20:00,7.3,"pHunit","pH",NA,FALSE,"Unfiltered",0
"11113300-07-ASH",2020-07-21,2020-07-21 13:04:00,6.22,"pHunit","pH",NA,FALSE,NA,1
"CT_DEP01_WQX-20463",2020-10-20,2020-10-20 16:20:00,7.1,"pHunit","pH",NA,FALSE,"Unfiltered",0
"CT_DEP01_WQX-15087",2020-09-03,2020-09-03 15:45:00,8.4,"pHunit","pH",NA,FALSE,"Unfiltered",0
"11113300-07-ASH",2020-08-18,2020-08-18 12:48:00,6.4,"pHunit","pH",NA,FALSE,NA,0
"CT_DEP01_WQX-20324",2020-10-26,2020-10-26 13:45:00,7.5,"pHunit","pH",NA,FALSE,"Unfiltered",0
"CT_DEP01_WQX-18834",2020-09-25,2020-09-25 16:05:00,7.6,"pHunit","pH",NA,FALSE,"Unfiltered",1
"USGS-01189995",2021-10-21,2021-10-21 15:30:00,7.6,"pHunit","pH","00403",FALSE,"Total",1
"CT_DEP01_WQX-20475",2020-10-27,2020-10-27 14:50:00,7.5,"pHunit","pH",NA,FALSE,"Unfiltered",0
"11113300-07-ASH",2020-07-21,2020-07-21 13:04:00,6.25,"pHunit","pH",NA,FALSE,NA,1
"CT_DEP01_WQX-20324",2020-06-26,2020-06-26 18:00:00,7.6,"pHunit","pH",NA,FALSE,"Unfiltered",1
"CT_DEP01_WQX-14308",2020-09-23,2020-09-23 14:00:00,7.5,"pHunit","pH",NA,FALSE,"Unfiltered",1
"CT_DEP01_WQX-14310",2020-09-23,2020-09-23 14:15:00,7.1,"pHunit","pH",NA,FALSE,"Unfiltered",1
"11113300-16-ASH",2020-08-18,2020-08-18 14:27:00,6.69,"pHunit","pH",NA,FALSE,NA,0
"USGS-01135500",2004-09-08,2004-09-08 14:30:00,8.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01135500",2004-09-08,2004-09-08 14:30:00,7.8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01155050",1979-06-20,1979-06-20 14:45:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01141900",1972-10-02,1972-10-02 14:30:00,7.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01153075",1979-06-14,1979-06-14 12:40:00,6.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01163200",2004-10-06,2004-10-06 14:15:00,6.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01163200",2004-10-06,2004-10-06 14:15:00,7.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01208049",2021-06-23,2021-06-23 13:00:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01208049",2021-06-23,2021-06-23 13:00:00,7.7,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01118500",2015-10-27,2015-10-27 16:30:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01135500",2004-08-11,2004-08-11 22:00:00,8.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01135500",2004-08-11,2004-08-11 22:00:00,8.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01144000",2004-07-21,2004-07-21 13:15:00,8.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01144000",2004-07-21,2004-07-21 13:15:00,7.8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01174570",1985-07-31,1985-07-31 17:00:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174570",1985-07-31,1985-07-31 17:00:00,6.8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01170100",2015-10-13,2015-10-13 15:00:00,7.9,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01152760",1979-09-13,1979-09-13 16:50:00,7.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01169000",2004-07-20,2004-07-20 14:15:00,7.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01169000",2004-07-20,2004-07-20 14:15:00,7.3,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01200600",2021-03-17,2021-03-17 14:30:00,7.9,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01118500",1986-07-15,1986-07-15 17:20:00,6.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",1986-07-15,1986-07-15 17:20:00,6.8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01152800",1979-07-19,1979-07-19 15:15:00,8.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01161200",1973-06-14,1973-06-14 19:30:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01117500",1967-10-17,1967-10-17 15:30:00,6.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01169000",2004-10-06,2004-10-06 18:15:00,7.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01169000",2004-10-06,2004-10-06 18:15:00,6.9,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01169900",2004-10-06,2004-10-06 20:45:00,7.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01169900",2004-10-06,2004-10-06 20:45:00,7.9,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01203000",2021-03-17,2021-03-17 13:00:00,7.8,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01203000",2021-03-17,2021-03-17 13:00:00,7.8,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01152750",1979-07-19,1979-07-19 17:55:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174570",1989-07-11,1989-07-11 19:30:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174570",1989-07-11,1989-07-11 19:30:00,7,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01141900",1970-05-05,1970-05-05 20:30:00,7.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01198125",2020-05-29,2020-05-29 12:15:00,8.2,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01170100",2021-06-24,2021-06-24 13:10:00,7.9,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01170100",2021-06-24,2021-06-24 13:10:00,8,"pHunit","pH","00408",FALSE,"Dissolved",1
"USGS-01117700",1967-10-17,1967-10-17 14:30:00,6.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01198135",1989-06-16,1989-06-16 16:00:00,7.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01209710",2021-05-17,2021-05-17 14:20:00,8.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01209710",2021-05-17,2021-05-17 14:20:00,8.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01118500",2011-08-25,2011-08-25 16:00:00,7,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01117855",1989-07-20,1989-07-20 16:30:00,6.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01117855",1989-07-20,1989-07-20 16:30:00,7.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01174575",1989-06-30,1989-06-30 18:00:00,6.9,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174575",1989-06-30,1989-06-30 18:00:00,8.2,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01118500",1989-05-18,1989-05-18 13:00:00,6.5,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",1989-05-18,1989-05-18 13:00:00,7.2,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01163200",2004-07-26,2004-07-26 17:30:00,6.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01200600",2021-08-23,2021-08-23 16:15:00,8.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01195399",2021-04-08,2021-04-08 14:45:00,8,"pHunit","pH","00400",FALSE,"Total",0
"11113300-16-ASH",1994-06-03,1994-06-03 15:00:00,6.8,"pHunit","pH",NA,FALSE,NA,0
"USGS-01209710",2021-04-19,2021-04-19 14:00:00,8.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01142500",2004-06-09,2004-06-09 16:15:00,8,"pHunit","pH","00400",FALSE,"Total",0
"11113300-02-ASH",1994-07-18,1994-07-18 15:45:00,6.5,"pHunit","pH",NA,FALSE,NA,0
"11113300-58-CNT",1994-07-22,1994-07-22 16:00:00,7,"pHunit","pH",NA,FALSE,NA,0
"11113300-01-CNT",1994-07-18,1994-07-18 15:15:00,6.4,"pHunit","pH",NA,FALSE,NA,0
"USGS-01142500",2004-07-21,2004-07-21 15:30:00,8,"pHunit","pH","00400",FALSE,"Total",0
"11113300-16-ASH",1994-07-18,1994-07-18 14:30:00,5.5,"pHunit","pH",NA,FALSE,NA,0
"11113300-02-ASH",1994-06-29,1994-06-29 16:30:00,7,"pHunit","pH",NA,FALSE,NA,0
"11113300-53-CNT",1994-06-30,1994-06-30 15:00:00,6.5,"pHunit","pH",NA,FALSE,NA,0
"11113300-53-CNT",1994-06-01,1994-06-01 15:45:00,7.3,"pHunit","pH",NA,FALSE,NA,1
"USGS-01192500",2021-04-15,2021-04-15 15:00:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01192500",2021-04-15,2021-04-15 15:00:00,8.1,"pHunit","pH","00403",FALSE,"Total",0
"11113300-02-ASH",1994-06-03,1994-06-03 16:15:00,7.6,"pHunit","pH",NA,FALSE,NA,0
"11113300-01-CNT",1994-06-03,1994-06-03 15:45:00,7.8,"pHunit","pH",NA,FALSE,NA,0
"11113300-53-CNT",1994-07-22,1994-07-22 16:30:00,7,"pHunit","pH",NA,FALSE,NA,0
"11113300-16-ASH",1991-07-17,1991-07-17 15:30:00,6.9,"pHunit","pH",NA,FALSE,NA,0
"11113300-01-CNT",1994-06-29,1994-06-29 16:00:00,6.8,"pHunit","pH",NA,FALSE,NA,0
"11113300-16-ASH",1991-08-22,1991-08-22 14:00:00,6.3,"pHunit","pH",NA,FALSE,NA,0
"11113300-58-CNT",1994-06-01,1994-06-01 16:30:00,7.4,"pHunit","pH",NA,FALSE,NA,1
"11113300-58-CNT",1994-06-30,1994-06-30 15:30:00,6.6,"pHunit","pH",NA,FALSE,NA,0
"11113300-16-ASH",1994-06-29,1994-06-29 14:45:00,6.5,"pHunit","pH",NA,FALSE,NA,0
"11113300-22-CNT",1991-08-08,1991-08-08 12:00:00,7.6,"pHunit","pH",NA,FALSE,NA,0
"11113300-53-CNT",1991-07-17,1991-07-17 13:45:00,7.4,"pHunit","pH",NA,FALSE,NA,1
"11113300-22-CNT",1991-08-22,1991-08-22 16:50:00,7.8,"pHunit","pH",NA,FALSE,NA,0
"USGS-01200600",2022-10-06,2022-10-06 14:15:00,8.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01171315",2005-04-13,2005-04-13 17:30:00,6.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01171315",2005-04-13,2005-04-13 17:30:00,7,"pHunit","pH","00403",FALSE,"Total",0
"USGS-431853072233501",2005-08-04,2005-08-04 14:15:00,8.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-431853072233501",2005-08-04,2005-08-04 14:15:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01174575",1986-06-03,1986-06-03 20:30:00,7.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174575",1986-06-03,1986-06-03 20:30:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"11113300-58-CNT",1991-08-07,1991-08-07 15:15:00,7.3,"pHunit","pH",NA,FALSE,NA,0
"USGS-01140575",1981-07-30,1981-07-30 17:25:00,7.2,"pHunit","pH","00400",FALSE,"Total",0
"11113300-01-CNT",1991-08-08,1991-08-08 14:40:00,7.4,"pHunit","pH",NA,FALSE,NA,0
"11113300-10-CNT",1991-07-17,1991-07-17 13:15:00,7.5,"pHunit","pH",NA,FALSE,NA,1
"USGS-01118500",1990-08-08,1990-08-08 13:30:00,7.2,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01118500",1986-08-13,1986-08-13 15:10:00,6.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",1986-08-13,1986-08-13 15:10:00,6.7,"pHunit","pH","00403",FALSE,"Total",0
"11113300-02-ASH",1991-07-17,1991-07-17 14:10:00,7.4,"pHunit","pH",NA,FALSE,NA,0
"USGS-01152760",1979-10-25,1979-10-25 13:15:00,6.6,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01172000",1979-10-17,1979-10-17 19:00:00,6.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01184000",2020-10-14,2020-10-14 13:30:00,7.6,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01170100",2016-08-25,2016-08-25 18:00:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01170100",2020-09-29,2020-09-29 14:30:00,8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174575",1989-07-11,1989-07-11 12:45:00,6.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174575",1989-07-11,1989-07-11 12:45:00,7,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01170006",2020-08-18,2020-08-18 16:45:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01170006",2020-08-18,2020-08-18 16:45:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01150700",2005-08-08,2005-08-08 15:15:00,8,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01150700",2005-08-08,2005-08-08 15:15:00,8.1,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01120800",2020-06-09,2020-06-09 16:15:00,7.2,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01120800",2020-06-09,2020-06-09 16:15:00,7.6,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01118500",2011-03-31,2011-03-31 14:30:00,6.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01152500",2005-07-25,2005-07-25 18:45:00,8.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01152500",2005-07-25,2005-07-25 18:45:00,7.9,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01139830",2005-07-15,2005-07-15 17:30:00,3.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01139830",2005-07-15,2005-07-15 17:30:00,3.4,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01169000",1968-05-28,1968-05-28 16:15:00,7,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01132500",1973-07-10,1973-07-10 16:30:00,6.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01181008",2020-09-14,2020-09-14 16:30:00,8.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01177000",2020-09-15,2020-09-15 14:30:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01177000",2020-09-15,2020-09-15 14:30:00,7.5,"pHunit","pH","00403",FALSE,"Total",0
"11NPSWRD_WQX-NETN_SAGA_69",2017-05-22,2017-05-22 13:35:59,7.839,"pHunit","pH",NA,FALSE,"Total",1
"USGS-01170700",1971-09-21,1971-09-21 14:20:00,6.6,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01189030",2022-10-05,2022-10-05 12:45:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01189030",2022-10-05,2022-10-05 12:45:00,7.8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-431625072274201",2005-04-12,2005-04-12 19:45:00,7.2,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01134500",2005-04-11,2005-04-11 18:30:00,6.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01134500",2005-04-11,2005-04-11 18:30:00,6.5,"pHunit","pH","00403",FALSE,"Total",0
"USGS-433103072221201",2005-04-12,2005-04-12 15:00:00,7.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-433103072221201",2005-04-12,2005-04-12 15:00:00,7.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01139833",2005-09-01,2005-09-01 14:15:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01139833",2005-09-01,2005-09-01 14:15:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01139833",2005-10-11,2005-10-11 13:00:00,7.5,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01139833",2005-10-11,2005-10-11 13:00:00,8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01135500",2005-07-26,2005-07-26 21:00:00,8.3,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01135500",2005-07-26,2005-07-26 21:00:00,8.5,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01154500",2005-08-11,2005-08-11 19:45:00,7.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01154500",2005-08-11,2005-08-11 19:45:00,8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01118500",1989-09-01,1989-09-01 13:00:00,6.5,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174569",1989-05-24,1989-05-24 12:45:00,5.5,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174569",1989-05-24,1989-05-24 12:45:00,5.5,"pHunit","pH","00403",FALSE,"Total",0
"USGS-412647071373701",2020-06-04,2020-06-04 15:30:00,6.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01122610",2020-06-02,2020-06-02 17:30:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",1989-08-08,1989-08-08 13:50:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",1989-08-08,1989-08-08 13:50:00,7.5,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01153025",1979-06-14,1979-06-14 13:15:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",2008-09-17,2008-09-17 13:15:00,6.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01151500",2005-08-08,2005-08-08 17:30:00,7.9,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01151500",2005-08-08,2005-08-08 17:30:00,7.6,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01152500",2005-04-18,2005-04-18 13:45:00,6.7,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01152500",2005-04-18,2005-04-18 13:45:00,7.4,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01144000",1993-05-17,1993-05-17 15:00:00,7.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01144000",1993-05-17,1993-05-17 15:00:00,8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01118100",2020-06-03,2020-06-03 17:30:00,5.9,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118400",2020-06-03,2020-06-03 19:00:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01152770",1979-10-25,1979-10-25 13:30:00,6.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01144000",2005-06-06,2005-06-06 18:30:00,8,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01144000",2005-06-06,2005-06-06 18:30:00,8.1,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01127000",2020-05-20,2020-05-20 17:15:00,7.4,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01127000",2020-05-20,2020-05-20 17:15:00,7.4,"pHunit","pH","00403",FALSE,"Total",1
"USGS-422106072381401",2005-08-02,2005-08-02 21:05:00,6.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01192050",2020-10-26,2020-10-26 14:15:00,7.2,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01192050",2020-10-26,2020-10-26 14:15:00,7.8,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01174560",1985-08-07,1985-08-07 16:30:00,5.9,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01208950",2018-04-19,2018-04-19 13:45:00,7.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01125100",2018-08-13,2018-08-13 17:00:00,7.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",2020-06-22,2020-06-22 16:00:00,7.1,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01198125",2008-07-23,2008-07-23 14:15:00,7.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01198125",2008-07-23,2008-07-23 14:15:00,8.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01167800",1973-05-24,1973-05-24 14:00:00,6.6,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01120800",2020-08-10,2020-08-10 14:30:00,7.5,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01120800",2020-08-10,2020-08-10 14:30:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01170580",2005-08-02,2005-08-02 16:30:00,6.9,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01170580",2005-08-02,2005-08-02 16:30:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01187280",1986-08-26,1986-08-26 12:30:00,5.6,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01177200",1973-05-25,1973-05-25 16:00:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01120800",2021-09-09,2021-09-09 15:45:00,7.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01120800",2021-09-09,2021-09-09 15:45:00,7.3,"pHunit","pH","00403",FALSE,"Total",0
"11113300-58-CNT",1999-07-21,1999-07-21 14:55:00,7.1,"pHunit","pH",NA,FALSE,NA,1
"USGS-01174569",1989-08-08,1989-08-08 20:00:00,5.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174569",1989-08-08,1989-08-08 20:00:00,5.5,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01174564",1985-08-07,1985-08-07 17:00:00,7.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01208950",2020-07-02,2020-07-02 15:45:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01124000",2020-09-09,2020-09-09 13:00:00,7.5,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01124000",2020-09-09,2020-09-09 13:00:00,7.8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01126225",1989-07-24,1989-07-24 18:10:00,6.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01126225",1989-07-24,1989-07-24 18:10:00,7.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01174575",1986-05-06,1986-05-06 13:00:00,6.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01174575",1986-05-06,1986-05-06 13:00:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01117424",1989-07-20,1989-07-20 14:30:00,6.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01117424",1989-07-20,1989-07-20 14:30:00,6.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01139839",2005-06-21,2005-06-21 17:45:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01139839",2005-06-21,2005-06-21 17:45:00,7.8,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01192500",2020-10-26,2020-10-26 12:30:00,7.5,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01185450",1986-08-26,1986-08-26 19:00:00,7.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01185450",1986-08-26,1986-08-26 19:00:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01118500",1993-07-06,1993-07-06 17:30:00,7.7,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01184490",2020-05-12,2020-05-12 14:00:00,7.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01169000",1969-08-13,1969-08-13 17:30:00,7.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01184000",2020-10-28,2020-10-28 14:00:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01198125",2001-08-14,2001-08-14 15:20:00,8.4,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01198125",2001-08-14,2001-08-14 15:20:00,8.1,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01184000",2020-07-22,2020-07-22 13:20:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01184000",2020-07-22,2020-07-22 13:20:00,7.9,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01183130",1986-08-25,1986-08-25 21:30:00,6.8,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01183130",1986-08-25,1986-08-25 21:30:00,7.3,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01141900",1971-06-08,1971-06-08 13:00:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01171950",1971-09-22,1971-09-22 18:00:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01142500",2005-05-03,2005-05-03 11:45:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01142500",2005-05-03,2005-05-03 11:45:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01117351",2019-06-12,2019-06-12 14:45:00,6.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01208950",2019-10-03,2019-10-03 15:15:00,6.9,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01139833",2006-05-09,2006-05-09 15:00:00,7.6,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01161200",1971-07-13,1971-07-13 19:00:00,7.3,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118500",2014-05-28,2014-05-28 16:30:00,6.5,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01118500",2019-09-11,2019-09-11 15:45:00,7.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01155050",1975-09-09,1975-09-09 14:30:00,8.1,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01117350",2020-05-07,2020-05-07 14:45:00,6.2,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01118700",2020-06-01,2020-06-01 16:30:00,7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01196500",2020-06-25,2020-06-25 15:45:00,7.7,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01196500",2020-06-25,2020-06-25 15:45:00,8.1,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01137500",1994-04-06,1994-04-06 12:15:00,7.7,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01154500",2005-07-05,2005-07-05 20:00:00,7.5,"pHunit","pH","00400",FALSE,"Total",0
"USGS-01154500",2005-07-05,2005-07-05 20:00:00,7.6,"pHunit","pH","00403",FALSE,"Total",0
"USGS-01134500",2005-04-18,2005-04-18 21:30:00,6.3,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01134500",2005-04-18,2005-04-18 21:30:00,7,"pHunit","pH","00403",FALSE,"Total",1
"USGS-01117855",1989-04-05,1989-04-05 17:10:00,6.9,"pHunit","pH","00400",FALSE,"Total",1
"USGS-01117855",1989-04-05,1989-04-05 17:10:00,6.7,"pHunit","pH","00403",FALSE,"Total",1
